Patch No:,Patch Name:,Patch Hold Mode:,Patch Split Low:,Patch Split High:,Patch Arp. Mode:,Patch Arp. Speed:,Patch Arp. Length:,Patch Pick Sens.:,Sound1 Program:,Sound1 Bank LSB:,Sound1 Bank MSB:,Sound1 Quantize Mode:,Sound1 Transpose:,Sound1 Volume:,Sound1 Dynamics Sens:,Sound1 Dynamics Offs:,Sound1 Reverb:,Sound2 Program:,Sound2 Bank LSB:,Sound2 Bank MSB:,Sound2 Quantize Mode:,Sound2 Transpose:,Sound2 Volume:,Sound2 Dynamics Sens:,Sound2 Dynamics Offs:,Sound2 Reverb:,Sound3 Program:,Sound3 Bank LSB:,Sound3 Bank MSB:,Sound3 Quantize Mode:,Sound3 Transpose:,Sound3 Volume:,Sound3 Dynamics Sens:,Sound3 Dynamics Offs:,Sound3 Reverb:,Sound4 Program:,Sound4 Bank LSB:,Sound4 Bank MSB:,Sound4 Quantize Mode:,Sound4 Transpose:,Sound4 Volume:,Sound4 Dynamics Sens:,Sound4 Dynamics Offs:,Sound4 Reverb:,Hold Program:,Hold Bank LSB:,Hold Bank MSB:,Hold Quantize Mode:,Hold Transpose:,Hold Volume:,Hold Dynamics Sens:,Hold Dynamics Offs:,Hold Reverb:,Mono/Poly:,Sound1 Enable:,Sound2 Enable:,Sound3 Enable:,Sound4 Enable:,Hold Enable:
153,"Mono Program 25",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,24,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
154,"Mono Program 26",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,25,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
155,"Mono Program 27",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,26,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
156,"Mono Program 28",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,27,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
157,"Mono Program 29",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,28,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
158,"Mono Program 30",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,29,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
159,"Mono Program 31",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,30,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
160,"Mono Program 32",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,31,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
161,"Mono Program 33",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,32,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
162,"Mono Program 34",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,33,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
163,"Mono Program 35",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,34,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
164,"Mono Program 36",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,35,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
165,"Mono Program 37",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,36,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
166,"Mono Program 38",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,37,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
167,"Mono Program 39",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,38,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
168,"Mono Program 40",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,39,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
169,"Mono Program 41",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,40,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
170,"Mono Program 42",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,41,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
171,"Mono Program 43",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,42,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
172,"Mono Program 44",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,43,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
173,"Mono Program 45",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,44,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
174,"Mono Program 46",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,45,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
175,"Mono Program 47",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,46,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
176,"Mono Program 48",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,47,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
177,"Mono Program 49",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,48,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
178,"Mono Program 50",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,49,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
179,"Mono Program 51",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,50,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
180,"Mono Program 52",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,51,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
181,"Mono Program 53",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,52,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
182,"Mono Program 54",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,53,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
183,"Mono Program 55",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,54,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
184,"Mono Program 56",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,55,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
185,"Mono Program 57",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,56,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
186,"Mono Program 58",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,57,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
187,"Mono Program 59",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,58,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
188,"Mono Program 60",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,59,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
189,"Mono Program 61",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,60,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
190,"Mono Program 62",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,61,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
191,"Mono Program 63",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,62,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
192,"Mono Program 64",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,63,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
193,"Mono Program 65",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,64,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
194,"Mono Program 66",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,65,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
195,"Mono Program 67",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,66,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
196,"Mono Program 68",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,67,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
197,"Mono Program 69",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,68,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
198,"Mono Program 70",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,69,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
199,"Mono Program 71",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,70,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
200,"Mono Program 72",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,71,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
201,"Mono Program 73",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,72,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
202,"Mono Program 74",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,73,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
203,"Mono Program 75",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,74,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
204,"Mono Program 76",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,75,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
205,"Mono Program 77",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,76,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
206,"Mono Program 78",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,77,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
207,"Mono Program 79",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,78,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
208,"Mono Program 80",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,79,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
209,"Mono Program 81",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,80,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
210,"Mono Program 82",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,81,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
211,"Mono Program 83",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,82,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
212,"Mono Program 84",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,83,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
213,"Mono Program 85",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,84,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
214,"Mono Program 86",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,85,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
215,"Mono Program 87",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,86,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
216,"Mono Program 88",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,87,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
217,"Mono Program 89",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,88,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
218,"Mono Program 90",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,89,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
219,"Mono Program 91",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,90,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
220,"Mono Program 92",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,91,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
221,"Mono Program 93",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,92,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
222,"Mono Program 94",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,93,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
223,"Mono Program 95",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,94,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
224,"Mono Program 96",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,95,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
225,"Mono Program 97",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,96,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
226,"Mono Program 98",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,97,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
227,"Mono Program 99",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,98,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
228,"Mono Program 100",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,99,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
229,"Mono Program 101",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,100,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
230,"Mono Program 102",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,101,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
231,"Mono Program 103",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,102,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
232,"Mono Program 104",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,103,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
233,"Mono Program 105",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,104,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
234,"Mono Program 106",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,105,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
235,"Mono Program 107",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,106,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
236,"Mono Program 108",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,107,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
237,"Mono Program 109",SUSTAIN,216,223,SEQUENTIAL,100,40,P5,108,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,0,0,Auto,0,0,10,0,0,0,On,Off,Off,Off,Off
